0.000000000000000000e+00,1.624468900263309479e-02,1.088125072419643402e-02,1.030119042843580246e-02,2.606738731265068054e-02,0.000000000000000000e+00,1.653471961617469788e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.999191224575042725e-03,4.482775926589965820e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358402706682682037e-02
1.483187079429626465e-02,0.000000000000000000e+00,2.485664375126361847e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.128842338919639587e-03,0.000000000000000000e+00,1.966516673564910889e-02,1.129068061709403992e-02,1.578332623466849327e-03,1.417913287878036499e-02,7.095700595527887344e-03,2.483353950083255768e-02,3.134769853204488754e-03,1.330771856009960175e-02,0.000000000000000000e+00
8.579954504966735840e-03,9.118719957768917084e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281991600990295410e-02,2.407619543373584747e-02,2.969181630760431290e-03,1.933565549552440643e-02,1.370072131976485252e-03,0.000000000000000000e+00,1.205595544888637960e-04,1.654455065727233887e-02,8.448566659353673458e-04
0.000000000000000000e+00,1.522716972976922989e-02,2.422448247671127319e-02,8.840266615152359009e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.223073713481426239e-02,0.000000000000000000e+00,4.241090733557939529e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.321244403719902039e-02,2.192686870694160461e-02,2.356598339974880219e-02,9.734891355037689209e-03,0.000000000000000000e+00,1.646449556574225426e-03,0.000000000000000000e+00,1.037625316530466080e-02,1.578050293028354645e-02,1.830594381317496300e-03,0.000000000000000000e+00,1.214922964572906494e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.664256118237972260e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.010237984359264374e-02,5.147315096110105515e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.652069576084613800e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.423112861812114716e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.801729761064052582e-02,0.000000000000000000e+00,1.044754032045602798e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.372118860483169556e-03,1.427253521978855133e-02,0.000000000000000000e+00,2.901269821450114250e-03,5.235772579908370972e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.358553983271121979e-03,1.012431830167770386e-02,8.398358710110187531e-03,1.892615854740142822e-02,1.320285722613334656e-02
4.850616678595542908e-03,0.000000000000000000e+00,1.668377965688705444e-02,0.000000000000000000e+00,1.713790185749530792e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.169066876173019409e-03,2.401383221149444580e-02,0.000000000000000000e+00,1.195288728922605515e-02,1.625362969934940338e-02,2.304182946681976318e-02,0.000000000000000000e+00,3.730089636519551277e-03,0.000000000000000000e+00
1.870871707797050476e-02,1.740668527781963348e-02,1.905334368348121643e-02,1.803039014339447021e-02,2.335545141249895096e-03,0.000000000000000000e+00,7.219532271847128868e-04,2.778033725917339325e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.359141595661640167e-02,2.066997997462749481e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.835081778466701508e-03,0.000000000000000000e+00,1.192045491188764572e-02,2.011986263096332550e-02,0.000000000000000000e+00,1.372062973678112030e-02,0.000000000000000000e+00,4.297117237001657486e-03,0.000000000000000000e+00,2.281053550541400909e-02,2.513424865901470184e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.374136523343622684e-04,0.000000000000000000e+00,1.872836425900459290e-02
